"","tic","year","assets.total","cash","shares.outstanding.common","co.stock","financing.net.cash.flow","gross.profit.loss","invested.capital","total.inventories","liabilities.total","net.income.loss","volatility.assumption","risk.free.rate","retained.earnings","retained.earnings.restatement","revenue.total","working.capital","deffered.long.asset.tax","net.deferred.tax.asset","eps","trade.volume","stock.price.trend","price.close.monthly","settlement","was.litigated","quality.rating","market.cap","settlement.dollars","mpl","earnings"
"532","CLRO",2011,49.559,16.683,9.098,0.009,0.813,28.83,39.664,12.565,9.895,6.929,51.9,1.6,-0.418,0,46.067,32.68,0,2.886,0.77,6734458,-0.227585238095238,5.64287478467661,0,FALSE,0,51.3388747909878,0,0.040331435089301,0.136455269588997
"533","CLRO",2012,91.939,55.509,9.163,0.009,0.108,29.245,66.668,10.873,25.271,26.647,51.4,1.3,26.229,0,46.417,56.467,1.195,4.343,2.93,2648242,-0.430495000000001,4.20191762958533,0,FALSE,0,38.5021712398904,0,0.102452032131454,0.697300675141781
"534","CLRO",2013,81.061,17.192,8.986,0.009,-1.823,31.279,70.335,12.278,10.726,5.179,49.8,1.8,29.015,0,49.592,39.417,1.024,4.349,0.57,8145656,3.23142857142857,8.07002929879045,0,FALSE,0,72.517283278931,0,0.400423400186775,0.0706317138260492
"537","AAOI",2013,111.057,22.006,12.644,0.013,35.368,26.435,72,19.608,47.98,-1.406,61,1.97,-80.959,0,78.424,38.879,0,0,-0.14,6664864,4.61238095238095,12.1441289337474,0,FALSE,0,153.550366238302,0,0.379803358276572,0.0115282043499187
"540","VMEM",2013,184.663,40.273,83.057,0.008,173.442,64.589,103.724,39.653,80.939,-149.809,47.5,1.2,-352.507,0,107.656,97.057,0,0,-1.82,88334017,-3.68928571428571,5.78768400621118,0.0156019977632943,TRUE,0,480.707670503882,7500000,0.637437308313045,0.314460844449494
"543","NMBL",2013,259.071,208.486,71.643,0.067,183.501,85.699,191.686,5.412,67.385,-43.123,62,1.4,-101.067,0,125.733,195.787,0,0.072,-0.61,12326661,0,37.9725,0,FALSE,0,2720.4638175,0,0,0.0160642570281124
"546","BYL.",2013,84.725,45.058,18.734,80.766,30.478,27.446,62.885,5.493,25.131,0.829,0,0,-21.792,0,80.071,41.369,0.921,0.421,0.05,2296091,-0.431,7.6145,0,FALSE,0,142.650043,0,0.056602534637862,0.00656641933153851
"554","ARCW.1",2010,12.993,11.643,3.091,0.002,-0.028,1.638,12.282,0.548,0.711,-0.452,0,0,-8.518,0,3.966,11.894,0,0,-0.14,358619,0.491384449760766,2.68382015464386,0,FALSE,2,8.29568809800416,0,0.183091422467528,0.052164449155714
"555","ARCW.1",2011,12.34,11.048,3.091,0.002,-0.046,1.36,11.636,0.185,0.704,-0.646,0,0,-9.164,0,3.313,11.286,0,0,-0.21,1495157,0.113480952380952,2.87542456050782,0,FALSE,2,8.88793731652969,0,0.0394658075678781,0.0730326932878782
"561","CSCO",2010,81130,4581,5655,6,621,26920,56473,1327,36845,7767,30.5,2.3,6474,0,40040,32188,2079,3842,1.36,15076194530,-4.32712320574162,23.2212414613609,0,FALSE,3,131316.120463996,0,0.186343319022877,0.0585670668066123
"562","CSCO",2011,87095,7662,5435,5,-4064,28252,63493,1486,39836,6490,0,0,8578,0,43218,39725,1864,3879,1.17,17151800690,-2.62990476190476,17.4138923067303,0,TRUE,3,94644.504687079,0,0.15102337349866,0.0671877360552993
"563","CSCO",2012,91759,9799,5298,5,-5539,29733,67598,1663,40458,8041,0,0,12015,0,46061,44202,2270,4308,1.5,10428029760,0.374504999999999,18.6084556558433,0,FALSE,3,98587.598064658,0,0.0201255282505079,0.0806085162434733
"564","CSCO",2013,101191,7925,5389,5,-3000,31458,72056,1476,42063,9990,0,0,16823,0,48607,43329,1539,3642,1.87,9837382940,0.558180952380951,22.6173479834302,0,FALSE,3,121884.888282706,0,0.0246793281329836,0.0826798969255805
"565","ELST",2010,3.279,0.052,5.159,0.005,0,1.359,3.094,0.421,0.185,0.129,93,1.38,2.09,0,2.229,3.009,0.049,0.036,0.03,708839,0.0491866028708134,0.479783822203731,0,FALSE,3,2.47520473874905,0,0.102518260505098,0.0625281608333619
"566","ELST",2011,3.023,0.038,5.159,0.005,-0.052,0.994,2.915,0.471,0.108,-0.13,74,1.4,1.909,0,1.792,2.813,0.054,0.046,-0.03,308587,-0.198610714285714,0.531709383409941,0,FALSE,3,2.74308870901189,0,0.373532460555784,0.0564217990805522
"567","ELST",2012,2.994,0.117,5.159,0.005,0,1.193,2.942,0.502,0.052,0.024,68,0.36,1.933,0,2.114,2.878,0.026,0.02,-0.0265960850743459,1066246,-0.10375,0.303186558045311,0,FALSE,3,1.56413945295576,0,0.342198548210355,0.0877218477158581
"568","ELST",2013,3.129,0.133,5.159,0.005,0,1.218,3.06,0.626,0.069,0.116,73,0.38,2.049,0,2.19,2.984,0.037,0.032,0.02,1313938,0.0412761904761905,0.354077866623905,0,FALSE,3,1.82668771391273,0,0.116573766301053,0.0564847506304133
"569","SRMC",2010,6.396,1.646,9.897,0.01,-1,8.595,5.111,2.115,1.285,0.675,80,1.25,2.406,0,14.394,4.716,0,0.244,0.06,445623,-0.325334928229665,1.42936222184249,0,FALSE,0,14.1463979095751,0,0.227608455896015,0.041976763540496
"570","SRMC",2011,7.919,1.212,9.901,0.01,0,9.405,6.061,3.918,1.858,0.869,85,1.88,3.276,0,15.529,5.629,0,0.259,0.09,897522,-0.139761904761905,1.47962186427861,0,FALSE,0,14.6497360782226,0,0.0944578531421237,0.0608263517678412
"571","SRMC",2012,8.376,2.306,10.004,0.01,-0.1,10.687,7.253,2.995,1.123,1.196,133,0.71,4.371,0,18.759,6.887,0,0.277,0.12,261477,0.5,1.53003433732553,0,FALSE,0,15.3064635106046,0,0.326790051570994,0.0784296123770385
"572","SRMC",2013,9.497,3.422,10.104,0.01,-0.341,10.922,8.361,2.741,1.136,1.353,123,1.3,5.32,0,18.345,7.781,0,0.223,0.13,429532,0.290476190476191,1.58229469754756,0,FALSE,0,15.9875056240205,0,0.183579070906581,0.0821591579631093
"573","LRAD",2010,13.171,5.42,30.615,0,0.03,9.38,10.338,2.784,2.833,2.984,81,1.57,-70.421,0,16.694,9.877,0,0,0.1,22452602,1.13282703349282,1.60296215556596,0,FALSE,3,49.0746863926518,0,0.706708533048839,0.062384504620256
"574","LRAD",2011,24.501,13.871,32.374,0,4.492,16.067,20.275,2.736,4.226,5.023,88,1.38,-65.399,0,26.506,19.032,0,0,0.16,28303814,-0.752528571428572,2.28942403294963,0,FALSE,3,74.1178136427114,0,0.328697768782934,0.0698865730844365
"575","LRAD",2012,24.405,13.86,32.374,0,0,7.572,22.422,3.112,1.983,1.462,81.5,0.95,-63.936,0,14.792,21.313,0,0,0.05,9255373,-0.495305,1.2752035921614,0,FALSE,3,41.2834410926331,0,0.388412488048662,0.0392094253085131
"576","LRAD",2013,27.559,15.805,32.901,0,0.34,8.391,24.761,4.588,2.798,1.263,77.5,1.32,-62.674,0,17.088,23.704,0,0,0.04,28579111,0.854852380952381,1.29736226374566,0,FALSE,3,42.684515839496,0,0.658915712936112,0.030831789329616
"577","WELX",2010,9.444,0.318,3.699,0.037,0.509,1.957,4.626,0.112,4.818,-3.532,82.8,2.4,-0.436,0,3.317,1.315,0,0,-0.96,1286467,-0.0472813397129186,0.842262910640402,0,FALSE,2,3.11553050645885,0,0.0561360818761079,1.13978662466578
"578","WELX",2011,4.542,1.031,3.702,0.037,-1.695,1.176,3.875,0.567,0.667,-0.74,80.3,1.8,-1.176,0,3.444,1.517,0,0,-0.2,1114379,-0.439583571428571,0.647406909405431,0,FALSE,2,2.3967003786189,0,0.67899116466378,0.308924722758485
"579","WELX",2012,4.53,0.39,3.702,0.037,0,1.123,3.937,0.884,0.593,0.021,79.1,0.4,-1.155,0,3.713,3.894,0,0,0.01,1395269,0.15848,0.622317180777207,0,FALSE,2,2.30381820323722,0,0.254661135664093,0.0160689762534132
"580","WELX",2013,1.866,0.741,3.79,0.038,0,0.927,1.391,0.366,0.475,-2.615,79.1,0.4,-3.77,0,3.64,1.239,0,0,-0.7,1315116,-0.125204761904762,0.678645864182855,0,FALSE,2,2.57206782525302,0,0.184492042923622,1.03146580115515
"581","TRMB",2010,1866.892,220.788,120.939,781.779,-20.164,689.77,1536.859,192.852,481.193,103.66,43,1.39,584.377,0,1293.937,462.555,0,12.812,0.86,154707108,15.6279186602871,30.7307865791166,0,FALSE,3,3716.55059809178,0,0.508542748167311,0.027984965428266
"582","TRMB",2011,2652.475,154.621,123.663,878.514,464.167,890.813,2087.42,232.063,1063.573,150.755,45,1.13,690.779,0,1644.065,321.734,0,45.075,1.23,164011794,1.30652976190476,41.9721519957048,0,FALSE,3,5190.40223224485,0,0.0311284911490472,0.0293051449953262
"583","TRMB",2012,3469.104,157.771,127.243,1006.818,426.407,1132.658,2786.59,240.529,1555.58,191.06,41,0.62,890.637,0,2040.113,347.303,4.927,-99.944,1.52,196309062,14.6265,49.7394791031845,0,FALSE,3,6329.00053952651,0,0.294062186892978,0.0305592263410471
"584","TRMB",2013,3700.84,147.227,258.711,1106.017,-98.419,1314.042,2886.038,254.311,1466.858,218.855,35,0.69,1114.889,0,2288.124,260.027,5.553,-92.865,0.85,341032227,-29.4404761904762,36.157025566634,0,FALSE,3,9354.22024136944,0,0.814239438369182,0.0235085709258227
"585","BHE",2010,1477.732,346.345,61.085,6.109,-54.727,228.522,1132.035,362.234,356.716,81.035,40,2.94,408.041,0,2402.143,897.668,19.735,27.825,1.3,82350988,-1.77461722488038,18.1107094238396,0,FALSE,3,1106.29268515524,0,0.0979871734093647,0.0717807331328931
"586","BHE",2011,1499.998,283.92,57.791,5.779,-54.087,174.319,1126.348,391.58,384.25,51.959,41,2.674,435.743,-1.791,2253.03,849.051,37.42,45.595,0.88,80122551,-5.59821428571428,15.8546278348209,0,FALSE,3,916.254797202135,0,0.353096543421798,0.0555042987554265
"587","BHE",2012,1501.477,384.579,55.186,5.519,-43.723,212.451,1149.628,324.041,361.952,56.607,42,1.305,483.13,0,2468.15,883.676,29.535,36.668,1.01,71417030,0.0609999999999999,15.5283548177922,0,FALSE,3,856.947788974679,0,0.00392829766680157,0.065042305630649
"588","BHE",2013,1657.371,345.555,53.825,5.383,-30.108,227.426,1236.554,396.699,430.338,111.159,42,1.396,577.328,0,2506.467,944.456,33.856,43.087,2.05,67899384,5.27333333333333,20.273848840233,0,FALSE,3,1091.23991382554,0,0.26010519141627,0.10111548212453
"589","3NSATF",2010,20.414,6.315,53.659,37.447,1.048,9.604,15.833,5.728,4.581,2.147,81.02,2.51,-25.337,0,20.233,13.269,1.653,1.871,0.04,4631361,-0.0412385167464115,0.649127863767621,0,FALSE,3,34.8315520419068,0,0.0635291119796614,0.0616211415850106
"590","3NSATF",2011,40.261,4.193,58.317,39.851,11.174,16.781,25.925,10.173,21.583,0.411,75,1.86,-24.985,0,38.355,11.77,1.197,-1.426,0.01,1941485,-0.190203333333333,0.622473996379288,0,FALSE,3,36.3008160468509,0,0.305560287561696,0.0160649281065016
"591","3NSATF",2012,40.882,5.053,58.037,39.85,-1.377,18.275,24.234,9.04,16.648,5.135,67,1.26,-19.527,0,42.429,7.548,4.172,1.808,0.09,3819811,-0.02,0.45905069919116,0,FALSE,3,26.6419254289573,0,0.0435681723941161,0.196056775773523
"592","3NSATF",2013,38.678,3.273,57.674,39.851,-0.976,13.955,26.424,9.566,12.254,3.707,51,1.27,-17.387,0,36.418,9.991,4.9,2.897,0.06,3455506,-0.0491761904761905,0.487227398032301,0,FALSE,3,28.1003529541149,0,0.100930675645072,0.123145784170418
"594","API",2010,29.252,4.744,30.679,0.031,5.102,13.309,22.169,4.775,9.043,-1.882,67.1,1.14,-37.713,0,28.838,8.215,0,0,-0.07,17823238,0.791414354066986,0.752218586560274,0,FALSE,0,23.0773140170826,0,1.05210688516212,0.0930580568609641
"595","API",2011,24.383,3.249,31.159,0.031,-1.343,12.87,20.248,3.594,5.731,-2.112,67.3,1.05,-39.825,0,29.495,7.534,0,0,-0.07,42005870,-1.11056380952381,1.32687160348582,0,FALSE,0,41.3439922930147,0,0.836979106799971,0.0527556696639698
"596","API",2012,22.216,0.619,31.158,0.031,1.08,9.611,16.468,3.905,7.781,-4.387,66.9,0.82,-44.212,0,23.649,4.851,0,0,-0.14,8934298,-0.25335,0.640055899292038,0,FALSE,0,19.9428617101413,0,0.395824802615254,0.218730895465307
"597","API",2013,20.201,0.12,31.203,0.031,0.767,11.764,11.137,4.749,9.894,-4.264,68.4,1.07,-48.476,0,29.041,1.743,0,0,-0.14,19857393,0.138928571428571,0.580427553959834,0,FALSE,0,18.1110809662087,0,0.239355575869483,0.241201505760507
"598","NOK",2010,51912.309,10073.825,3709.13,326.417,-1208.807,17882.632,27165.624,3347.769,30375.395,2454.765,52.09,1.78,19225.455,0,56638.726,12744.875,2117.732,761.64,0.66,6639900427,-3.1394019138756,11.1805150499767,0,TRUE,0,41469.9837873202,0,0.280792244350329,0.0590312697626013
"599","NOK",2011,46968.747,11981.863,3710.189,319.136,-1425.733,15253.654,23202.211,3022.709,28915.52,-1510.057,36.95,2.68,15449.545,0,50375.456,10392.671,2397.41,1359.57,-0.4,7936263314,-5.6395,7.28873747032271,0,FALSE,0,27042.5935862791,0,0.773727963582465,0.054879188834646
"600","NOK",2012,39490.751,11804.107,3710.985,324.376,-613.149,11676.203,19164.532,2028.007,27033.937,-4095.572,65.97,1.13,10546.162,0,40074.892,8217.515,1653.524,730.504,-1.11,11339386810,-1.472,3.54815884531817,0,TRUE,0,13167.164252593,0,0.414863049872279,0.312838305270537
"601","NOK",2013,34710.679,10517.51,3712.427,338.963,-657.258,7860.92,13704.593,1107.832,25533.865,-847.409,0,0,8556.759,0,17886.52,5988.353,1226.331,957.64,-0.23,9960349804,3.49190476190476,4.93020088668641,0,FALSE,0,18303.0108871586,0,0.70826825157051,0.0466512430803977
"602","ZBRA",2010,878.864,47.476,55.711,0.722,-92.872,482.505,730.032,113.742,148.832,101.778,39.5,2.26,1061.624,0,956.848,340.253,21.254,40.416,1.78,60829719,10.6598325358852,30.6295916817736,0,FALSE,3,1706.40518218329,0,0.34802398434284,0.0581137358438638
"603","ZBRA",2011,899.006,36.353,52.095,0.722,-145.799,507.449,776.925,133.288,122.081,174.643,35.33,2.01,1241.403,0,983.488,475.899,11.866,25.797,3.24,60183113,-1.58092857142857,37.6523620032872,0,FALSE,3,1961.49979856125,0,0.0419875005793939,0.0860503784521442
"604","ZBRA",2012,967.748,64.74,50.908,0.722,-49.434,513.148,857.002,123.357,110.746,122.904,35.9,0.94,1358.195,0,996.168,615.649,2.602,16.086,2.38,48044933,3.1725,37.2116316210487,0,FALSE,3,1894.36974256435,0,0.0852556005151218,0.0639584962099259
"605","ZBRA",2013,1119.812,62.827,50.35,0.722,-44.173,528.337,958.658,121.023,161.154,134.358,32,0.82,1493.097,0,1038.159,635.049,0,-5.682,2.65,43874797,10.6387333333333,46.4318139359433,0,FALSE,3,2337.84183167474,0,0.22912594687794,0.0570729371817329
"606","AEY",2010,52.26,8.739,10.144,0.104,-1.985,14.455,45.101,27.411,19.216,4.186,0,0,39.417,0,47.307,36.869,0.678,2.101,0.41,4118677,1.26230167464115,2.75006586280837,0,FALSE,3,27.8966681123281,0,0.459007797490379,0.149087338432436
"607","AEY",2011,52.888,10.944,10.207,0.104,-1.807,11.551,46.201,25.778,16.932,2.536,0,0,42.143,0,38.08,36.822,0.403,1.462,0.25,4010143,-1.02285714285714,2.57705817859042,0,FALSE,3,26.3040328288724,0,0.396908828584002,0.0970098393885479
"608","AEY",2012,42.033,5.192,10.189,0.105,-10.483,10.361,39.32,22.666,4.216,1.25,41,2.99,43.981,0,35.216,29.716,0,0.858,0.12,3009770,-0.20332,2.16972849708675,0,FALSE,3,22.1073636568169,0,0.0937075769032821,0.0553064589238337
"609","AEY",2013,43.116,8.367,9.998,0.105,-0.661,9.573,40.495,20.731,3.939,1.67,41,2.95,45.65,0,33.358,31.151,0,0.873,0.17,4153997,0.39812380952381,2.37680294179124,0,FALSE,3,23.7632758120288,0,0.167503919876408,0.0715246506182302
"610","GTSI",2010,203.844,4.049,9.626,0.05,-0.361,84.189,96.21,13.708,107.634,-0.93,51,1.6,43.995,0,666.711,77.511,0,0.924,-0.1,6642821,-0.678516746411483,5.43297744194561,0,FALSE,3,52.2978408561684,0,0.124888563161142,0.0184061136031864
"611","GTSI",2011,163.84,54.872,9.667,0.05,-21.663,66.164,96.958,8.623,66.882,0.506,52.3,1.6,44.501,0,356.666,79.638,0,-1.261,0.05,4529524,-0.443659523809524,4.63399160419577,0,FALSE,3,44.7967968377605,0,0.0957402519693433,0.010789833964034
"612","WTT",2010,37.619,13.643,25.658,0.288,-1.539,12.084,34.447,6.935,5.875,-0.728,118,1.85,1.257,0,24.564,22.671,5.236,5.693,-0.03,5341019,-0.00917177033492822,0.804079128007766,0,FALSE,3,20.6310622664233,0,0.0114065519368134,0.0373097608867547
"613","WTT",2011,37.702,12.09,24.495,0.289,-1.203,12.94,35.842,7.577,4.489,2.43,0,0,3.687,0,26.823,24.559,4.685,6.446,0.1,9410084,0.194985714285714,0.950919439313864,0,FALSE,3,23.2927716659931,0,0.205049666905964,0.105161379466756
"614","WTT",2012,41.23,12.97,23.988,0.29,-0.851,15.128,35.915,8.29,5.315,3.171,0,0,6.858,0,29.595,26.515,6.084,7.212,0.13,7064826,0.0132699999999999,1.22170470788301,0,FALSE,3,29.3062525326978,0,0.010861871869999,0.106408692019584
"615","WTT",2013,43.437,16.599,24.033,0.292,-2.919,16.473,40.333,8.169,3.163,3.842,0,0,10.7,0,33.825,29.205,7.455,8.918,0.16,10378085,0.943157142857143,1.68065348867475,0,FALSE,3,40.3911452933203,0,0.561184770812485,0.0952010637993946
"617","EDIG",2010,2.197,1.807,293.003,0.293,0,0.516,2.02,0.256,0.177,-1.083,77.5,0.71,-81.04,0,1.296,2.014,0,0,0.00446969696969697,41208703,-0.0515107655502392,0.107082247189945,0,FALSE,0,31.3754196733953,0,0.481039265629796,0.0417407841821673
"619","EDIG",2012,2.116,1.742,293.187,0.293,0.011,-0.173,1.776,0.021,0.34,-1.483,0,0,-81.328,0,0.442,1.659,0,0,-0.01,54796538,0.10016,0.0498491527443444,0,FALSE,0,14.6151235456561,0,2.00926183266703,0.200605214922826
"620","EDIG",2013,2.16,1.788,293.328,0.293,0.003,-0.512,1.864,0.014,0.296,0.056,129,0.89,-81.272,0,0.242,1.81,0,0,-0.0087719298245614,53146505,-0.0876047619047619,0.113591137878458,0,FALSE,0,33.3194612916122,0,0.771228843560832,0.0772237164658686
"621","QCOM",2010,30572,3547,1612,0,-2405,8138,21079,528,9714,3247,33.8,2.5,14002,0,10991,6665,1922,2243,1.98,5366579784,2.00378588516747,41.3857746892759,0,FALSE,4,66713.8687991127,0,0.0484172617333342,0.0478425259612953
"622","QCOM",2011,36422,5462,1681,0,1518,10877,27142,765,9450,4260,30.8,2.1,16557,0,14556,9004,1703,2236,2.57,3932481046,1.97579761904763,54.1288441616228,0,FALSE,4,90990.5870356879,0,0.0365017515088279,0.0474793068244033
"623","QCOM",2012,43012,3807,1706,0,-757,12925,33605,1030,9467,6109,31.5,1,21567,0,19121,10343,1412,1713,3.59,3082552920,5.49999,60.9869791357346,0,FALSE,4,104043.786405563,0,0.0901830206700194,0.0588650241555657
"624","QCOM",2013,45516,6142,1685,0,-4845,16324,36104,1302,9429,6853,0,0,26214,0,24866,14342,1061,1632,3.99,2972934981,8.78270000000001,66.3780568225158,0,FALSE,4,111847.025745939,0,0.132313303829962,0.0601102260445589
"625","ACFN",2010,59.785,7.356,17.266,0.18,19.898,15.066,42.266,4.314,17.908,-25.088,70,2.1,-47.367,0,35.694,14.599,0.302,0.227,-1.68,13982982,-2.43628181818182,5.24255098804323,0,FALSE,2,90.5178853595544,0,0.464713042131261,0.32045468014171
"626","ACFN",2011,85.805,34.28,17.524,0.183,0.48,7.623,69.708,2.144,16.238,35.409,62,1.8,-12.11,0,18.928,60.217,0.44,-1.138,2.03,15236954,1.60814285714286,4.47245800238409,0,FALSE,2,78.3753540337788,0,0.359565781564773,0.453889113976674
"627","ACFN",2012,67.336,26.147,18.069,0.188,-2.52,6.609,51.945,5.106,15.391,-16.711,58,1.8,-28.962,0,19.419,35.958,0,0.695,-0.93,37108462,0.9565,8.67066156551623,0,FALSE,2,156.670183827313,0,0.110314535145053,0.107258251630841
"628","ACFN",2013,50.956,17.279,22.156,0.229,12.002,6.612,31.512,4.54,19.444,-29.714,59,1.8,-58.737,0,21.756,22.08,0,0.589,-1.57,40033960,-4.01619047619048,6.53391956917987,0,FALSE,2,144.765521974749,0,0.614667877935722,0.240284561720901
"629","OLED",2010,92.327,20.369,38.937,0.389,13.698,-7.285,57.43,0,34.897,-19.917,46.3,0.2,-223.064,0,30.544,57.355,0,0,-0.53,79711922,16.4921172248804,18.4967713709504,0,FALSE,3,720.208786870697,0,0.891621402142733,0.0286536492975404
"630","OLED",2011,373.878,111.795,46.113,0.461,258.806,6.828,342.227,3.843,31.651,3.155,0,0,-219.728,0,61.288,342.787,0,0,0.07,353372386,2.68328571428572,42.3936410240852,0,FALSE,3,1954.89796854364,0,0.0632945330824793,0.00165119103500052
"631","OLED",2012,385.524,85.923,46.356,0.465,-7.54,20.523,350.235,11.018,35.289,9.66,0,0,-209.913,0,83.244,245.246,0,0.011,0.21,254411075,-14.42649,35.2447349112405,0,FALSE,3,1633.80493154547,0,0.409323265909967,0.00595833677083566
"632","OLED",2013,462.754,70.586,46.424,0.468,-5.549,51.261,427.686,10.595,35.068,74.052,0,0,-134.527,0,146.639,303.819,19.143,40.706,1.61,203573663,6.2152380952381,31.3163023872263,0,FALSE,3,1453.82802202459,0,0.198466537281018,0.0514109226591422
"633","CPXP",2010,0.371,0.097,120.901,0.121,0.765,-1.148,-5.169,0,5.841,-2.714,0,0,-17.694,0,0.107,-5.402,0,0,-0.03,28249686,-0.020305980861244,0.0528278169897735,0,FALSE,0,6.38693590188061,0,0.384380465033694,0.567882636638335
"634","CPXP",2011,1.268,1.01,260.954,0.261,1.563,-1.241,-0.909,0,2.177,-2.124,0,0,-19.817,0,0.019,-1.166,0,0,-0.01,51556733,-0.00197380952380952,0.0240082402151624,0,FALSE,0,6.26504631710749,0,0.0822138360046466,0.4165236564771
"635","CPXP",2012,0.431,0.032,272.204,0.272,1.048,-2.885,-0.266,0,0.697,-3.789,0,0,-23.955,0,0.029,-0.494,0,0,-0.02,37833364,-0.0045,0.0305344984992125,0,FALSE,0,8.31161262947963,0,0.147374288793905,0.654996839084023
"636","PRCP",2010,64.653,9.789,8.961,0.09,0.268,19.963,53.476,6.551,11.177,-0.805,47.35,2.38,11.669,0,52.141,36.345,9.008,11.885,-0.09,4463242,1.86667511961722,4.38564052171767,0,FALSE,3,39.299724715112,0,0.425633407565773,0.0205215177929702
"637","PRCP",2011,69.991,12.105,8.566,0.086,-2.873,26.281,55.48,6.773,14.511,1.826,47.32,1.84,16.106,0,59.271,39.675,7.38,11.208,0.21,5922333,-0.202252142857144,5.94883089185414,0,FALSE,3,50.9576854196226,0,0.0339986371329015,0.0353010539075094
"638","PRCP",2012,66.809,12.984,8.402,0.084,-1.144,24.767,52.259,5.396,14.55,-0.333,46.14,0.9,13.774,0,57.379,35.923,8.647,11.103,-0.04,5141191,0.957245,5.55515514988063,0,FALSE,3,46.6744135692971,0,0.172316519372203,0.00720051896315795
"639","PRCP",2013,74.145,13.364,8.619,0.086,-2.574,28.78,56.895,6.783,17.25,6.21,44.86,0.62,17.367,0,60.886,41.294,9.298,10.64,0.73,23956575,3.08190952380952,8.74263261265813,0,FALSE,3,75.3527504885004,0,0.352515044421213,0.0834988764074406
"640","LFUS",2010,621.129,109.72,21.753,0.218,2.209,261.152,493.66,80.182,168.469,78.663,47,2.25,325.297,0,608.021,209.108,3.271,13.86,3.58,31127856,14.7343779904306,38.7730653156277,0,FALSE,3,843.430489810849,0,0.380015814341402,0.0923321375510918
"641","LFUS",2011,678.424,164.016,21.553,0.216,-14.06,286.48,501.103,75.575,177.321,87.024,46,2.07,385.203,0,664.955,229.105,4.191,16.086,3.96,36520404,-7.16642857142857,51.022457394722,0,FALSE,3,1099.68702422844,0,0.140456358579269,0.0776128826834915
"642","LFUS",2012,777.728,235.404,22.029,0.22,0.75,284.578,587.558,75.58,190.17,75.332,46,0.89,451.888,0,667.913,290.045,8.09,19.98,3.45,24881959,10.86042,55.749820926113,0,FALSE,3,1228.11280518134,0,0.194806365645437,0.0618836068473187
"643","LFUS",2013,1024.373,305.192,22.467,0.225,142.232,322.933,780.666,92.591,337.457,88.784,45,0.7,465.476,0,757.853,356.861,5.092,3.741,3.98,21262241,26.3437428571429,74.9377404262468,0,FALSE,3,1683.62621415649,0,0.351541729271517,0.0531107553732166
"644","CREAF",2010,402.551,214.025,69.575,266.753,-5.059,80.117,289.776,46.12,112.775,-38.796,0,0,41.503,0,275.307,218.561,0,-21.202,-0.56,400633,-1.38672248803828,3.40049066094089,0,FALSE,3,236.589137734962,0,0.407800704753173,0.164682116740486
"645","CREAF",2011,342.005,162.958,69.79,266.753,-5.22,56.634,242.022,44.089,99.983,-47.233,0,0,-7.027,0,231.025,175.116,0,-17.902,-0.68,357966,-1.38171428571429,2.41025308495217,0,FALSE,3,168.211562798812,0,0.573265228593911,0.282128048811726
